"","ID","circl_binary","circl_sum","reviews_binary","reviews_sum","canonisation_score","class"
"266","OUR_MUTUAL_FRIEND_Q1557935",1,2,1,1,0.594948283367066,"Review & Catalogue"
"267","OUR_VILLAGE_Q7111226",1,1,1,1,0.0792421570318606,"Review & Catalogue"
"268","OUT_ON_THE_PAMPAS_noWikiID",1,2,1,1,0.0477757206414661,"Review & Catalogue"
"269","PAMELA_OR_VIRTUE_REWARDED_Q2048624",1,4,0,0,0.84402409531542,"No Review, Catalogue"
"270","PANDORA_noWikiID",0,0,0,0,0.11291791638611,"No Review & No Catalogue"
"271","PATRONAGE_(NOVEL)_Q7148133",1,1,1,5,0.127152048513252,"Review & Catalogue"
"272","PENDENNIS_Q7162382",0,0,0,0,0.137472234822425,"No Review & No Catalogue"
"273","PERSUASION_(NOVEL)_Q333179",1,2,0,0,0.417024677521532,"No Review, Catalogue"
"274","PETER'S_PENCE_noWikiID",0,0,0,0,0.0477757206414661,"No Review & No Catalogue"
"275","PETER_AND_WENDY_Q3435337",0,0,0,0,0.374053924716987,"No Review & No Catalogue"
"276","PETER_THE_WHALER_noWikiID",0,0,1,1,0.117501066676145,"Review, No Catalogue"
"277","PHANTASTES_Q1616808",1,1,1,1,0.137472234822425,"Review & Catalogue"
"278","PHILISTIA_noWikiID",1,1,0,0,0.0477757206414661,"No Review, Catalogue"
"279","PHINEAS_REDUX_Q7186370",1,1,0,0,0.30372380755444,"No Review, Catalogue"
"280","PLAIN_TALES_FROM_THE_HILLS_Q3484772",1,1,0,0,0.313316107488017,"No Review, Catalogue"
"281","PLATTNER_STORY_noWikiID",1,1,0,0,0.0477757206414661,"No Review, Catalogue"
"282","POPULAR_TALES_noWikiID",1,1,1,2,0.127152048513252,"Review & Catalogue"
"283","PRIDE_AND_PREJUDICE_Q170583",1,3,1,1,0.594948283367066,"Review & Catalogue"
"284","PRINCE_RICARDO_OF_PANTOUFLIA_noWikiID",1,1,0,0,0.11291791638611,"No Review, Catalogue"
"285","PUCK_OF_POOK'S_HILL_Q4342308",1,1,0,0,0.117501066676145,"No Review, Catalogue"
"286","QUENTIN_DURWARD_Q2469230",1,3,1,2,0.117501066676145,"Review & Catalogue"
"287","RECOLLECTIONS_OF_A_DETECTIVE_POLICE_OFFICER_noWikiID",0,0,0,0,0.049863479389024,"No Review & No Catalogue"
"288","RECORDS_OF_A_GIRLHOOD_noWikiID",0,0,0,0,0.0543008598413405,"No Review & No Catalogue"
"289","RED_POTTAGE_noWikiID",1,1,1,1,0.0543008598413405,"Review & Catalogue"
"290","REDGAUNTLET_Q3422871",1,3,1,2,0.562068477362731,"Review & Catalogue"
"291","RINGAN_GILHAIZE_noWikiID",1,2,0,0,0.154263355437284,"No Review, Catalogue"
"292","ROB_ROY_Q2156104",1,2,1,2,0.605736576985184,"Review & Catalogue"
"293","ROBERT_ELSMERE_Q7344052",1,1,1,1,0.0643129761992644,"Review & Catalogue"
"294","ROBERT_FALCONER_noWikiID",1,2,1,1,0.122244604531682,"Review & Catalogue"
"295","ROBINSON_CRUSOE_Q483034",1,3,0,0,0.930072496067797,"No Review, Catalogue"
"296","ROMOLA_Q7363279",1,2,1,1,0.11291791638611,"Review & Catalogue"
"297","ROOKWOOD_(NOVEL)_Q7366231",0,0,1,1,0.049863479389024,"Review, No Catalogue"
"298","ROXANA_Q3825485",0,0,1,1,0.68764997588443,"Review, No Catalogue"
"299","RUJUB_THE_JUGGLER_noWikiID",1,1,0,0,0.0477757206414661,"No Review, Catalogue"
"300","RUTH_Q80038",1,2,1,1,0.212324186920024,"Review & Catalogue"
"301","SAINT_RONAN'S_WELL_Q3232270",1,2,1,2,0.11291791638611,"Review & Catalogue"
"302","SALEM_CHAPEL_noWikiID",1,2,0,0,0.0566567958260902,"No Review, Catalogue"
"303","SANDERS_OF_THE_RIVER_noWikiID",0,0,0,0,0.049863479389024,"No Review & No Catalogue"
"304","SANDITON_Q3180417",0,0,0,0,0.323070787610778,"No Review & No Catalogue"
"305","SARTOR_RESARTUS_Q1134140",0,0,0,0,0.605736576985184,"No Review & No Catalogue"
"306","SCENES_OF_CLERICAL_LIFE_Q6544172",1,2,0,0,0.384640372733741,"No Review, Catalogue"
"307","SECRESY_noWikiID",1,2,1,2,0.117501066676145,"Review & Catalogue"
"308","SELF-CONTROL_(NOVEL)_Q3478102",1,2,1,2,0.0699415703280632,"Review & Catalogue"
"309","SENSE_AND_SENSIBILITY_Q274744",1,3,1,1,0.339096257423352,"Review & Catalogue"
"310","SENTIMENTAL_TOMMY_noWikiID",1,1,1,1,0.11291791638611,"Review & Catalogue"
"311","SEVEN_LITTLE_AUSTRALIANS_Q7457323",1,1,0,0,0.0477757206414661,"No Review, Catalogue"
"312","SHE_A_HISTORY_OF_ADVENTURE_Q640513",1,1,0,0,0.23024672621441,"No Review, Catalogue"
"313","SHIRLEY_(NOVEL)_Q615175",0,0,0,0,0.528634267866976,"No Review & No Catalogue"
"314","SILAS_MARNER_Q638327",1,2,1,1,0.427995724732536,"Review & Catalogue"
"315","SING_A_SONG_OF_SIXPENCE_noWikiID",1,1,0,0,0.0477757206414661,"No Review, Catalogue"
"316","SIR_GIBBIE_noWikiID",1,1,1,1,0.11291791638611,"Review & Catalogue"
"317","SIR_NIGEL_Q1963997",1,1,0,0,0.11291791638611,"No Review, Catalogue"
"318","SKETCHES_BY_BOZ_Q2609480",1,2,1,1,0.11291791638611,"Review & Catalogue"
"319","SOME_EXPERIENCES_OF_AN_IRISH_R.M._noWikiID",1,1,0,0,0.0477757206414661,"No Review, Catalogue"
"320","SON_OF_MARS_noWikiID",1,1,0,0,0.0477757206414661,"No Review, Catalogue"
"321","SONS_AND_LOVERS_Q80771",0,0,1,1,0.190637850864638,"Review, No Catalogue"
"322","SPIES_OF_THE_KAISER_noWikiID",0,0,0,0,0.0477757206414661,"No Review & No Catalogue"
"323","ST_IVES_Q4675044",0,0,0,0,0.11291791638611,"No Review & No Catalogue"
"324","ST_LEON_Q7589523",0,0,0,0,0.137472234822425,"No Review & No Catalogue"
"325","ST_MARTIN'S_EVE_noWikiID",1,1,1,1,0.049863479389024,"Review & Catalogue"
"326","STALKY_&_CO._Q4439259",1,1,0,0,0.30372380755444,"No Review, Catalogue"
"327","STELLA_MARIS_noWikiID",0,0,0,0,0.0543008598413405,"No Review & No Catalogue"
"328","STORIES_OF_RED_HANRAHAN_noWikiID",0,0,0,0,0.049863479389024,"No Review & No Catalogue"
"329","SUNRISE_noWikiID",1,1,0,0,0.11291791638611,"No Review, Catalogue"
"330","SUSPIRIA_DE_PROFUNDIS_Q3978307",0,0,0,0,0.117501066676145,"No Review & No Catalogue"
"331","SYBIL_Q3506752",1,2,1,1,0.450141038132134,"Review & Catalogue"
"332","SYLVIAS_LOVERS_Q14566477",1,1,1,1,0.146710915746886,"Review & Catalogue"
"333","SYLVIE_AND_BRUNO_Q1632505",1,1,0,0,0.11291791638611,"No Review, Catalogue"
"334","TALE_OF_TWO_BAD_MICE_noWikiID",0,0,0,0,0.11291791638611,"No Review & No Catalogue"
"335","TALES_FROM_SHAKESPEARE_Q589197",0,0,0,0,0.0591085593605752,"No Review & No Catalogue"
"336","TALES_OF_FASHIONABLE_LIFE_noWikiID",1,2,1,5,0.122244604531682,"Review & Catalogue"
"337","TALES_OF_MEAN_STREETS_noWikiID",1,1,1,1,0.0520374856859669,"Review & Catalogue"
"338","TALES_OF_UNREST_noWikiID",1,1,0,0,0.137472234822425,"No Review, Catalogue"
"339","TANCRED_(NOVEL)_Q7682378",0,0,1,1,0.137472234822425,"Review, No Catalogue"
"340","TESS_OF_THE_D'URBERVILLES_Q649409",1,1,1,1,0.616422785736394,"Review & Catalogue"
"341","THE_ABBOT_Q2717772",1,3,1,2,0.122244604531682,"Review & Catalogue"
"342","THE_ABSENTEE_Q7712149",1,1,0,0,0.263655687664613,"No Review, Catalogue"
"343","THE_ADVENTURES_OF_A_BROWNIE_noWikiID",1,2,0,0,0.11291791638611,"No Review, Catalogue"
"344","THE_ADVENTURES_OF_ANTHONY_VARNISH_noWikiID",1,3,1,2,0.049863479389024,"Review & Catalogue"
"345","THE_ADVENTURES_OF_DAVID_SIMPLE_noWikiID",1,2,0,0,0.0566567958260902,"No Review, Catalogue"
"346","THE_ADVENTURES_OF_HAJJI_BABA_noWikiID",1,2,1,2,0.049863479389024,"Review & Catalogue"
"347","THE_ADVENTURES_OF_HUGH_TREVOR_noWikiID",1,2,1,2,0.11291791638611,"Review & Catalogue"
"348","THE_ADVENTURES_OF_PEREGRINE_PICKLE_Q7712607",1,3,0,0,0.0520374856859669,"No Review, Catalogue"
"349","THE_ADVENTURES_OF_RIVELLA_Q85806338",0,0,0,0,0.0477757206414661,"No Review & No Catalogue"
"350","THE_ADVENTURES_OF_RODERICK_RANDOM_Q7712626",1,2,0,0,0.146710915746886,"No Review, Catalogue"
"351","THE_ADVENTURES_OF_SHERLOCK_HOLMES_Q392147",1,1,0,0,0.363586690277014,"No Review, Catalogue"
"352","THE_ALTAR_OF_THE_DEAD_Q7713242",0,0,0,0,0.11291791638611,"No Review & No Catalogue"
"353","THE_AMBASSADORS_Q650571",1,1,1,1,0.353247063375283,"Review & Catalogue"
"354","THE_AMERICAN_Q3080503",1,1,0,0,0.285047546124646,"No Review, Catalogue"
"355","THE_ANTI-PAMELA_Q7713932",1,1,0,0,0.127152048513252,"No Review, Catalogue"
"356","THE_ANTIQUARY_Q1157183",1,2,1,2,0.323070787610778,"Review & Catalogue"
"357","THE_ASPERN_PAPERS_Q2362409",1,1,0,0,0.285047546124646,"No Review, Catalogue"
"358","THE_AUTOBIOGRAPHY_OF_MARK_RUTHERFORD_noWikiID",0,0,0,0,0.141170686071351,"No Review & No Catalogue"
"359","THE_AWKWARD_AGE_noWikiID",1,1,0,0,0.11291791638611,"No Review, Catalogue"
"360","THE_AYRSHIRE_LEGATEES_noWikiID",0,0,1,1,0.11291791638611,"Review, No Catalogue"
"361","THE_BATTLE_OF_DORKING_Q7715857",1,1,0,0,0.0520374856859669,"No Review, Catalogue"
"362","THE_BATTLE_OF_THE_BOOKS_Q7715895",1,1,0,0,0.132226821715085,"No Review, Catalogue"
"363","THE_BEACH_OF_FALESA_Q7715970",0,0,0,0,0.148487553986026,"No Review & No Catalogue"
"364","THE_BEETLE_(NOVEL)_Q7716299",1,1,0,0,0.122244604531682,"No Review, Catalogue"
"365","THE_BETH_BOOK_noWikiID",1,1,1,1,0.0643129761992644,"Review & Catalogue"
"366","THE_BICKERSTAFF_PAPERS_noWikiID",0,0,0,0,0.11291791638611,"No Review & No Catalogue"
"367","THE_BLACK_ARROW_noWikiID",1,1,0,0,0.11291791638611,"No Review, Catalogue"
"368","THE_BLACK_DWARF_noWikiID",1,2,1,3,0.132226821715085,"Review & Catalogue"
"369","THE_BLACK_PROPHET_noWikiID",1,1,1,1,0.0670724962784257,"Review & Catalogue"
"370","THE_BODY-SNATCHER_noWikiID",0,0,0,0,0.11291791638611,"No Review & No Catalogue"
"371","THE_BOOK_OF_WONDER_Q7719322",0,0,0,0,0.0477757206414661,"No Review & No Catalogue"
"372","THE_BRIDE_OF_LAMMERMOOR_Q2659725",1,2,0,0,0.384640372733741,"No Review, Catalogue"
"373","THE_BRITISH_BARBARIANS_noWikiID",1,1,0,0,0.0477757206414661,"No Review, Catalogue"
"374","THE_BROWNIE_OF_BODSBECK_Q96408508",1,1,0,0,0.148487553986026,"No Review, Catalogue"
"375","THE_CANTERVILLE_GHOST_Q288020",0,0,0,0,0.117501066676145,"No Review & No Catalogue"
"376","THE_CARVED_LIONS_Q7721468",1,1,0,0,0.0477757206414661,"No Review, Catalogue"
"377","THE_CASTLE_OF_OTRANTO_Q548576",1,4,0,0,0.913959841960442,"No Review, Catalogue"
"378","THE_CASTLE_OF_WOLFENBACH_Q3520218",0,0,1,1,0.049863479389024,"Review, No Catalogue"
"379","THE_CASTLES_OF_ATHLIN_AND_DUNBAYNE_Q7721600",1,2,1,2,0.049863479389024,"Review & Catalogue"
"380","THE_CAXTONS_Q16385244",1,1,1,1,0.0477757206414661,"Review & Catalogue"
"381","THE_CHANGELING_noWikiID",1,1,1,1,0.049863479389024,"Review & Catalogue"
"382","THE_CHANNINGS_(NOVEL)_Q7722115",1,1,1,1,0.0477757206414661,"Review & Catalogue"
"383","THE_CHILDREN_OF_THE_ABBEY_Q7722505",1,3,0,0,0.0729237779448048,"No Review, Catalogue"
"384","THE_CHILDREN_OF_THE_NEW_FOREST_Q7722508",1,1,0,0,0.049863479389024,"No Review, Catalogue"
"385","THE_CHIMES_Q3828573",0,0,0,0,0.11291791638611,"No Review & No Catalogue"
"386","THE_CLAYHANGER_noWikiID",0,0,1,1,0.137472234822425,"Review, No Catalogue"
"387","THE_CLEVER_WOMAN_OF_THE_FAMILY_noWikiID",1,1,0,0,0.0477757206414661,"No Review, Catalogue"
"388","THE_CLOISTER_AND_THE_HEARTH_Q7723455",1,2,1,1,0.0543008598413405,"Review & Catalogue"
"389","THE_COMING_OF_CUCULAIN_noWikiID",1,1,0,0,0.0477757206414661,"No Review, Catalogue"
"390","THE_CONFESSIONS_OF_HARRY_LORREQUER_noWikiID",1,2,0,0,0.049863479389024,"No Review, Catalogue"
"391","THE_CONSOLIDATOR_Q60753482",0,0,0,0,0.11291791638611,"No Review & No Catalogue"
"392","THE_COUNTRY_OF_THE_BLIND_Q823691",0,0,0,0,0.154263355437284,"No Review & No Catalogue"
"393","THE_CRICKET_ON_THE_HEARTH_Q825220",0,0,1,1,0.11291791638611,"Review, No Catalogue"
"394","THE_CROCK_OF_GOLD_(NOVEL)_Q7728134",1,2,1,1,0.0591085593605752,"Review & Catalogue"
"395","THE_CROWN_OF_SUCCESS_noWikiID",0,0,1,1,0.049863479389024,"Review, No Catalogue"
"396","THE_DARK_FLOWER_noWikiID",0,0,0,0,0.0477757206414661,"No Review & No Catalogue"
"397","THE_DAYS_OF_AULD_LANGSYNE_noWikiID",1,1,1,1,0.0477757206414661,"Review & Catalogue"
"398","THE_DEAD_SECRET_Q16934313",1,2,1,1,0.30372380755444,"Review & Catalogue"
"399","THE_DEMI-GODS_noWikiID",0,0,0,0,0.0477757206414661,"No Review & No Catalogue"
"400","THE_DIARY_OF_A_NOBODY_Q864150",0,0,0,0,0.164415364683147,"No Review & No Catalogue"
"401","THE_DOCTOR'S_WIFE_(MOORE_NOVEL)_Q7730467",1,2,1,1,0.204901193890185,"Review & Catalogue"
"402","THE_DUKE'S_CHILDREN_Q7731161",0,0,0,0,0.294299317623214,"No Review & No Catalogue"
"403","THE_DYNAMITER_noWikiID",1,1,1,1,0.0543008598413405,"Review & Catalogue"
"404","THE_EBB-TIDE_Q4674957",1,1,1,1,0.0477757206414661,"Review & Catalogue"
"405","THE_EGOIST_(NOVEL)_Q7731638",1,1,1,1,0.122244604531682,"Review & Catalogue"
"406","THE_EMIGRANTS_OF_AHADARRA_noWikiID",1,1,1,1,0.0477757206414661,"Review & Catalogue"
"407","THE_ENCHANTED_CASTLE_Q2920166",0,0,0,0,0.0477757206414661,"No Review & No Catalogue"
"408","THE_ENTAIL_noWikiID",1,2,0,0,0.148487553986026,"No Review, Catalogue"
"409","THE_EUSTACE_DIAMONDS_Q7732627",1,2,1,1,0.294299317623214,"Review & Catalogue"
"410","THE_EVIL_GUEST_noWikiID",1,1,0,0,0.11291791638611,"No Review, Catalogue"
"411","THE_EXECUTOR_noWikiID",1,1,0,0,0.0477757206414661,"No Review, Catalogue"
"412","THE_EXPEDITION_OF_HUMPHRY_CLINKER_Q3203413",1,3,1,2,0.335938753528388,"Review & Catalogue"
"413","THE_EXPERIENCES_OF_LOVEDAY_BROOKE,_LADY_DETECTIVE_noWikiID",1,1,0,0,0.049863479389024,"No Review, Catalogue"
"414","THE_FAIR_JILT_Q18393398",0,0,0,0,0.122244604531682,"No Review & No Catalogue"
"415","THE_FAIR_MAID_OF_PERTH_Q3209885",1,3,0,0,0.11291791638611,"No Review, Catalogue"
"416","THE_FAIRCHILD_FAMILY_noWikiID",0,0,0,0,0.0543008598413405,"No Review & No Catalogue"
"417","THE_FALLEN_LEAVES_(BOOK)_Q85807134",0,0,0,0,0.11291791638611,"No Review & No Catalogue"
"418","THE_FATHER_AND_DAUGHTER_Q65052285",1,4,1,4,0.0520374856859669,"Review & Catalogue"
"419","THE_FEMALE_QUIXOTE_Q1404172",1,1,0,0,0.27863497027921,"No Review, Catalogue"
"420","THE_FIDDLER_OF_THE_REELS_Q2288667",0,0,0,0,0.11291791638611,"No Review & No Catalogue"
"421","THE_FIGURE_IN_THE_CARPET_Q3224800",0,0,0,0,0.11291791638611,"No Review & No Catalogue"
"422","THE_FIRST_MEN_IN_THE_MOON_Q1218232",1,1,1,1,0.30372380755444,"Review & Catalogue"
"423","THE_FIXED_PERIOD_Q7734312",1,1,0,0,0.11291791638611,"No Review, Catalogue"
"424","THE_FOOD_OF_THE_GODS_AND_HOW_IT_CAME_TO_EARTH_Q1215802",1,1,0,0,0.0520374856859669,"No Review, Catalogue"
"425","THE_FOOL_OF_QUALITY_Q7734703",1,1,1,2,0.0792421570318606,"Review & Catalogue"
"426","THE_FORSYTE_SAGA_Q735319",0,0,0,0,0.158330619297716,"No Review & No Catalogue"
"427","THE_FORTUNES_OF_NIGEL_Q3230799",1,3,1,2,0.117501066676145,"Review & Catalogue"
"428","THE_FROZEN_DEEP_Q7735382",1,1,0,0,0.117501066676145,"No Review, Catalogue"
"429","THE_GENTLEMAN_noWikiID",0,0,0,0,0.049863479389024,"No Review & No Catalogue"
"430","THE_GOLDEN_AGE_noWikiID",1,1,0,0,0.11291791638611,"No Review, Catalogue"
"431","THE_GOLDEN_BOWL_Q1248585",1,1,0,0,0.323070787610778,"No Review, Catalogue"
"432","THE_GORILLA_HUNTERS_Q17015740",0,0,1,1,0.0477757206414661,"Review, No Catalogue"
"433","THE_GOVERNESS;_OR,_THE_LITTLE_FEMALE_ACADEMY_Q7737400",1,1,0,0,0.076022748805838,"No Review, Catalogue"
"434","THE_GREAT_GOD_PAN_Q1394704",1,1,0,0,0.137472234822425,"No Review, Catalogue"
"435","THE_GREAT_TABOO_noWikiID",1,1,0,0,0.0477757206414661,"No Review, Catalogue"
"436","THE_GREAT_WAR_IN_ENGLAND_IN_1897_Q7737983",1,1,0,0,0.0477757206414661,"No Review, Catalogue"
"437","THE_GREEN_CARNATION_Q7738140",1,1,0,0,0.049863479389024,"No Review, Catalogue"
"438","THE_GRIM_SMILE_OF_THE_FIVE_TOWNS_Q24255934",0,0,0,0,0.11291791638611,"No Review & No Catalogue"
"439","THE_HAPPY_PRINCE_AND_OTHER_TALES_Q797466",0,0,0,0,0.142891468333576,"No Review & No Catalogue"
"440","THE_HAUNTED_HOUSE_Q6073289",0,0,1,1,0.11291791638611,"Review, No Catalogue"
"441","THE_HAUNTED_MAN_AND_THE_GHOST'S_BARGAIN_Q3795070",0,0,1,1,0.127152048513252,"Review, No Catalogue"
"442","THE_HEART_OF_MIDLOTHIAN_Q2091094",1,2,0,0,0.395337204568379,"No Review, Catalogue"
"443","THE_HEAVENLY_TWINS_noWikiID",1,1,0,0,0.109783051426266,"No Review, Catalogue"
"444","THE_HEIR_OF_REDCLYFFE_Q7739314",1,2,0,0,0.0591085593605752,"No Review, Catalogue"
"445","THE_HERO_noWikiID",1,1,0,0,0.0477757206414661,"No Review, Catalogue"
"446","THE_HEROINE_noWikiID",0,0,1,2,0.0520374856859669,"Review, No Catalogue"
"447","THE_HILL_noWikiID",1,1,0,0,0.0477757206414661,"No Review, Catalogue"
"448","THE_HILL_OF_DREAMS_Q1394147",0,0,0,0,0.117501066676145,"No Review & No Catalogue"
"449","THE_HISTORY_AND_REMARKABLE_LIFE_OF_THE_TRULY_HONOURABLE_COL_noWikiID",0,0,0,0,0.11291791638611,"No Review & No Catalogue"
"450","THE_HISTORY_OF_EMILY_MONTAGUE_Q42191035",0,0,0,0,0.0591085593605752,"No Review & No Catalogue"
"451","THE_HISTORY_OF_JACK_CONNOR_noWikiID",1,1,0,0,0.0591085593605752,"No Review, Catalogue"
"452","THE_HISTORY_OF_LITTLE_GOODY_TWO-SHOES_Q12060236",0,0,0,0,0.0896602762528474,"No Review & No Catalogue"
"453","THE_HISTORY_OF_MISS_BETSY_THOUGHTLESS_noWikiID",1,1,0,0,0.127152048513252,"No Review, Catalogue"
"454","THE_HISTORY_OF_MR_POLLY_Q2507552",0,0,0,0,0.0520374856859669,"No Review & No Catalogue"
"455","THE_HISTORY_OF_RASSELAS,_PRINCE_OF_ABYSSINIA_Q3419875",1,3,1,1,0.668015506032498,"Review & Catalogue"
"456","THE_HISTORY_OF_SANDFORD_AND_MERTON_Q7739806",1,2,0,0,0.127152048513252,"No Review, Catalogue"
"457","THE_HISTORY_OF_SIR_CHARLES_GRANDISON_Q3521260",1,2,0,0,0.117501066676145,"No Review, Catalogue"
"458","THE_HISTORY_OF_THE_COUNTESS_OF_DELLWYN_Q19902681",0,0,0,0,0.0543008598413405,"No Review & No Catalogue"
"459","THE_HISTORY_OF_THE_FAIRCHILD_FAMILY_Q7739822",0,0,1,1,0.0520374856859669,"Review, No Catalogue"
"460","THE_HISTORY_OF_THE_NUN_Q7739821",0,0,0,0,0.11291791638611,"No Review & No Catalogue"
"461","THE_HISTORY_OF_TOM_JONES,_A_FOUNDLING_Q248096",1,3,0,0,0.417024677521532,"No Review, Catalogue"
"462","THE_HORRORS_OF_OAKENDALE_ABBEY_Q7740333",1,1,0,0,0.0477757206414661,"No Review, Catalogue"
"463","THE_HOUND_OF_THE_BASKERVILLES_Q45192",1,1,0,0,0.353247063375283,"No Review, Catalogue"
"464","THE_HOUSE_BY_THE_CHURCHYARD_Q4165605",1,2,1,1,0.122244604531682,"Review & Catalogue"
"465","THE_HOUSE_ON_THE_BORDERLAND_Q740473",0,0,0,0,0.117501066676145,"No Review & No Catalogue"
"466","THE_HOUSE_WITH_THE_GREEN_SHUTTERS_Q7740720",1,1,0,0,0.0477757206414661,"No Review, Catalogue"
"467","THE_INHERITORS_(CONRAD_AND_FORD_NOVEL)_Q7742035",1,1,0,0,0.049863479389024,"No Review, Catalogue"
"468","THE_INTERESTING_NARRATIVE_OF_THE_LIFE_OF_OLAUDAH_EQUIANO_Q7742270",1,1,0,0,0.132226821715085,"No Review, Catalogue"
"469","THE_INTERPRETERS_noWikiID",1,1,0,0,0.0566567958260902,"No Review, Catalogue"
"470","THE_INVISIBLE_MAN_Q1539509",1,1,0,0,0.164415364683147,"No Review, Catalogue"
"471","THE_ISLAND_OF_DOCTOR_MOREAU_Q718268",1,1,1,1,0.243956771125803,"Review & Catalogue"
"472","THE_ITALIAN_(RADCLIFFE_NOVEL)_Q3204370",0,0,0,0,0.204901193890185,"No Review & No Catalogue"
"473","THE_JOLLY_CORNER_Q15240001",0,0,0,0,0.11291791638611,"No Review & No Catalogue"
"474","THE_JUNGLE_BOOK_Q189509",1,1,1,1,0.374053924716987,"Review & Catalogue"
"475","THE_KELLYS_AND_THE_O'KELLYS_Q7744082",1,2,1,1,0.11291791638611,"Review & Catalogue"
"476","THE_KING'S_OWN_noWikiID",1,2,0,0,0.0543008598413405,"No Review, Catalogue"
"477","THE_KING_AND_QUEEN_OF_HEARTS_noWikiID",1,1,0,0,0.11291791638611,"No Review, Catalogue"
"478","THE_KING_OF_THE_GOLDEN_RIVER_Q14476439",1,1,1,1,0.122244604531682,"Review & Catalogue"
"479","THE_KING_OF_THE_PIRATES_noWikiID",0,0,0,0,0.117501066676145,"No Review & No Catalogue"
"480","THE_LANCASHIRE_WITCHES_Q7745322",1,1,1,1,0.0477757206414661,"Review & Catalogue"
"481","THE_LAND_IRONCLADS_Q7745355",0,0,0,0,0.11291791638611,"No Review & No Catalogue"
"482","THE_LANDLEAGUERS_noWikiID",1,1,0,0,0.122244604531682,"No Review, Catalogue"
"483","THE_LAST_DAYS_OF_POMPEII_Q1218985",1,2,1,1,0.0591085593605752,"Review & Catalogue"
"484","THE_LAST_MAN_noWikiID",0,0,1,4,0.235758887377866,"Review, No Catalogue"
"485","THE_LAW_AND_THE_LADY_(NOVEL)_Q3480742",1,1,1,1,0.395337204568379,"Review & Catalogue"
"486","THE_LIFE_AND_OPINIONS_OF_TRISTRAM_SHANDY_GENTLEMAN_Q1164083",1,2,0,0,0.733799591996489,"No Review, Catalogue"
"487","THE_LIFE_OF_HARRIOT_STUART_noWikiID",1,1,0,0,0.0477757206414661,"No Review, Catalogue"
"488","THE_LIFE_OF_JOHN_BUNCLE_noWikiID",1,2,0,0,0.0566567958260902,"No Review, Catalogue"
"489","THE_LIFTED_VEIL_(NOVELLA)_Q6763446",0,0,0,0,0.132226821715085,"No Review & No Catalogue"
"490","THE_LIGHT_PRINCESS_noWikiID",1,1,0,0,0.11291791638611,"No Review, Catalogue"
"491","THE_LIGHTHOUSE_noWikiID",0,0,1,1,0.049863479389024,"Review, No Catalogue"
"492","THE_LITTLE_LAME_PRINCE_AND_HIS_TRAVELLING_CLOAK_Q7747642",1,1,0,0,0.11291791638611,"No Review, Catalogue"
"493","THE_LITTLE_MINISTER_noWikiID",1,1,0,0,0.11291791638611,"No Review, Catalogue"
"494","THE_LONGEST_JOURNEY_Q15999894",0,0,1,1,0.11291791638611,"Review, No Catalogue"
"495","THE_LOUGH_DERG_PILGRIM_noWikiID",1,1,0,0,0.0477757206414661,"No Review, Catalogue"
"496","THE_LUCK_OF_BARRY_LYNDON_Q2124771",0,0,0,0,0.285047546124646,"No Review & No Catalogue"
"497","THE_MACDERMOTS_OF_BALLYCORAN_noWikiID",0,0,1,1,0.11291791638611,"Review, No Catalogue"
"498","THE_MAN_noWikiID",1,1,0,0,0.127152048513252,"No Review, Catalogue"
"499","THE_MAN_OF_FEELING_Q7750109",1,3,1,2,0.616422785736394,"Review & Catalogue"
"500","THE_MAN_WHO_COULD_WORK_MIRACLES_(SHORT_STORY)_Q7749926",1,1,0,0,0.0477757206414661,"No Review, Catalogue"
"501","THE_MAN_WHO_WAS_THURSDAY_Q959816",0,0,1,1,0.0477757206414661,"Review, No Catalogue"
"502","THE_MAN_WHO_WOULD_BE_KING_Q1129936",0,0,0,0,0.294299317623214,"No Review & No Catalogue"
"503","THE_MANXMAN_noWikiID",1,1,0,0,0.0477757206414661,"No Review, Catalogue"
"504","THE_MARTIAN_noWikiID",1,1,0,0,0.11291791638611,"No Review, Catalogue"
"505","THE_MASTER_OF_BALLANTRAE_Q2615930",1,1,1,1,0.148487553986026,"Review & Catalogue"
"506","THE_MAYOR_OF_CASTERBRIDGE_Q2343169",1,1,1,1,0.332981899154278,"Review & Catalogue"
"507","THE_MEMOIRS_OF_MISS_SIDNEY_BIDULPH_Q124661412",1,1,0,0,0.154263355437284,"No Review, Catalogue"
"508","THE_MERCENARY_LOVER_noWikiID",0,0,0,0,0.0477757206414661,"No Review & No Catalogue"
"509","THE_MILL_ON_THE_FLOSS_Q1215018",1,2,1,1,0.7830931596165,"Review & Catalogue"
"510","THE_MIRROR_OF_THE_SEA_noWikiID",0,0,0,0,0.11291791638611,"No Review & No Catalogue"
"511","THE_MISFORTUNES_OF_ELPHIN_Q7751712",0,0,1,2,0.049863479389024,"Review, No Catalogue"
"512","THE_MONASTERY_Q3224650",1,3,1,2,0.122244604531682,"Review & Catalogue"
"513","THE_MONK_Q2659564",1,1,1,2,0.398516949286156,"Review & Catalogue"
"514","THE_MOONSTONE_Q2362563",1,2,1,1,0.724924183340321,"Review & Catalogue"
"515","THE_MUDFOG_PAPERS_Q7752595",1,1,0,0,0.11291791638611,"No Review, Catalogue"
"516","THE_MUMMER'S_WIFE_Q42186018",1,1,0,0,0.11291791638611,"No Review, Catalogue"
