"","ID","circl_binary","circl_sum","reviews_binary","reviews_sum","canonisation_score","class"
"66","AYESHA_(NOVEL)_Q2604590",0,0,1,1,0.142891468333576,"Review, No Catalogue"
"67","BARCHESTER_TOWERS_Q4859885",1,2,1,1,0.30372380755444,"Review & Catalogue"
"68","BASIL_noWikiID",1,1,1,1,0.294299317623214,"Review & Catalogue"
"69","BELINDA_noWikiID",1,3,1,5,0.384640372733741,"Review & Catalogue"
"70","BLACK_BEAUTY_Q880092",0,0,0,0,0.363586690277014,"No Review & No Catalogue"
"71","BLEAK_HOUSE_Q883305",1,2,1,1,0.958008839727505,"Review & Catalogue"
"72","BLIND_LOVE_noWikiID",1,1,0,0,0.11291791638611,"No Review, Catalogue"
"73","BORN_IN_EXILE_Q4945890",1,1,0,0,0.11291791638611,"No Review, Catalogue"
"74","BROKEN_TO_HARNESS_noWikiID",1,1,1,1,0.049863479389024,"Review & Catalogue"
"75","CALEB_WILLIAMS_Q7784409",1,3,1,2,0.616422785736394,"Review & Catalogue"
"76","CALLISTA_(NOVEL)_Q2934238",1,1,0,0,0.11291791638611,"No Review, Catalogue"
"77","CAMILLA_Q2934813",0,0,1,2,0.550971056761127,"Review, No Catalogue"
"78","CAPTAIN_SINGLETON_Q1728631",0,0,0,0,0.122244604531682,"No Review & No Catalogue"
"79","CAPTAINS_COURAGEOUS_Q1035138",1,1,0,0,0.0477757206414661,"No Review, Catalogue"
"80","CARMILLA_Q1043792",1,2,0,0,0.137472234822425,"No Review, Catalogue"
"81","CARNIVAL_noWikiID",0,0,0,0,0.11291791638611,"No Review & No Catalogue"
"82","CARROTS_noWikiID",0,0,0,0,0.0477757206414661,"No Review & No Catalogue"
"83","CASTLE_RACKRENT_Q5050238",1,3,1,1,0.86626658311391,"Review & Catalogue"
"84","CASTLE_RICHMOND_Q5050241",1,1,1,1,0.117501066676145,"Review & Catalogue"
"85","CATHERINE,_A_STORY_noWikiID",0,0,0,0,0.11291791638611,"No Review & No Catalogue"
"86","CATRIONA_noWikiID",0,0,0,0,0.11291791638611,"No Review & No Catalogue"
"87","CECILIA_Q3233990",1,2,1,2,0.177146178958168,"Review & Catalogue"
"88","CELESTINA_Q583705",1,2,1,2,0.11291791638611,"Review & Catalogue"
"89","CELIBATES_noWikiID",1,1,0,0,0.117501066676145,"No Review, Catalogue"
"90","CHANCE_Q793748",0,0,0,0,0.294299317623214,"No Review & No Catalogue"
"91","CHARLOTTE_TEMPLE_noWikiID",0,0,0,0,0.0477757206414661,"No Review & No Catalogue"
"92","CHILDREN_OF_THE_GHETTO_noWikiID",1,1,0,0,0.0520374856859669,"No Review, Catalogue"
"93","CHRONICLES_OF_THE_CANONGATE_Q17352486",1,2,0,0,0.142891468333576,"No Review, Catalogue"
"94","CITY_SCENES_noWikiID",0,0,0,0,0.0477757206414661,"No Review & No Catalogue"
"95","CLARISSA_Q980534",1,3,1,1,0.965599150597217,"Review & Catalogue"
"96","CLEG_KELLY_noWikiID",1,1,1,1,0.0477757206414661,"Review & Catalogue"
"97","COCK_AND_ANCHOR_noWikiID",1,1,1,1,0.11291791638611,"Review & Catalogue"
"98","COELEBS_IN_SEARCH_OF_A_WIFE_Q5140605",1,2,1,3,0.0699415703280632,"Review & Catalogue"
"99","COMETH_UP_AS_A_FLOWER_Q19571321",1,2,1,1,0.0520374856859669,"Review & Catalogue"
"100","CONFESSIONS_OF_A_THUG_(NOVEL)_Q5160036",1,1,1,1,0.0566567958260902,"Review & Catalogue"
"101","CONFESSIONS_OF_A_YOUNG_MAN_Q5160039",1,1,1,1,0.137472234822425,"Review & Catalogue"
"102","CONFESSIONS_OF_AN_ENGLISH_OPIUM-EATER_Q1610128",1,1,1,1,0.353247063375283,"Review & Catalogue"
"103","CONINGSBY_Q5161083",1,2,0,0,0.122244604531682,"No Review, Catalogue"
"104","CORAL_ISLAND_Q4232653",1,1,1,1,0.0566567958260902,"Review & Catalogue"
"105","COUNT_ROBERT_OF_PARIS_noWikiID",1,1,0,0,0.117501066676145,"No Review, Catalogue"
"106","COUSIN_PHILLIS_noWikiID",1,2,0,0,0.135806373618849,"No Review, Catalogue"
"107","CRANFORD_(NOVEL)_Q265100",1,2,1,1,0.227753497177042,"Review & Catalogue"
"108","CROTCHET_CASTLE_Q5188976",1,2,1,1,0.0477757206414661,"Review & Catalogue"
"109","DANIEL_DERONDA_Q552238",1,1,1,7,0.69722573995813,"Review & Catalogue"
"110","DAUGHTERS_OF_MEN_noWikiID",1,1,0,0,0.0477757206414661,"No Review, Catalogue"
"111","DAVID_COPPERFIELD_Q189811",1,2,0,0,0.46129393099787,"No Review, Catalogue"
"112","DAVID_ELGINBROD_Q5233331",1,2,1,1,0.117501066676145,"Review & Catalogue"
"113","DE_PROFUNDIS_(LETTER)_Q1249459",0,0,0,0,0.154263355437284,"No Review & No Catalogue"
"114","DEERBROOK_noWikiID",1,2,1,1,0.117501066676145,"Review & Catalogue"
"115","DEMOS_noWikiID",1,1,1,1,0.0543008598413405,"Review & Catalogue"
"116","DESPERATE_REMEDIES_Q2846293",1,2,1,1,0.30372380755444,"Review & Catalogue"
"117","DIANA_OF_THE_CROSSWAYS_Q5271362",1,1,0,0,0.11291791638611,"No Review, Catalogue"
"118","DISCIPLINE_noWikiID",1,1,1,1,0.0543008598413405,"Review & Catalogue"
"119","DOCTOR_THORNE_noWikiID",1,1,1,1,0.294299317623214,"Review & Catalogue"
"120","DOMBEY_AND_SON_Q963659",1,2,1,1,0.594948283367066,"Review & Catalogue"
"121","DR_JEKYLL_AND_MR_HYDE_Q217352",1,1,0,0,0.790633780314419,"No Review, Catalogue"
"122","DRACULA_Q41542",1,1,1,1,0.964677124546833,"Review & Catalogue"
"123","DREAMERS_OF_THE_GHETTO_noWikiID",1,1,0,0,0.0477757206414661,"No Review, Catalogue"
"124","DUBLINERS_Q459592",0,0,0,0,0.797979883708377,"No Review & No Catalogue"
"125","EAST_LYNNE_Q5328900",1,2,0,0,0.498261873505709,"No Review, Catalogue"
"126","EMMA_(NOVEL)_Q223880",1,3,0,0,0.677911265542429,"No Review, Catalogue"
"127","EMMA_OR_THE_UNFORTUNATE_ATTACHMENT_noWikiID",1,1,1,1,0.049863479389024,"Review & Catalogue"
"128","EMMELINE_Q5373421",1,1,1,1,0.137472234822425,"Review & Catalogue"
"129","ENNUI_Q117149111",0,0,0,0,0.117501066676145,"No Review & No Catalogue"
"130","EREWHON_Q1350048",1,1,1,1,0.0699415703280632,"Review & Catalogue"
"131","EREWHON_REVISITED_Q5385740",1,1,0,0,0.0477757206414661,"No Review, Catalogue"
"132","ERIC_OR_LITTLE_BY_LITTLE_Q5385958",1,2,0,0,0.0543008598413405,"No Review, Catalogue"
"133","ESTHER_noWikiID",0,0,0,0,0.0477757206414661,"No Review & No Catalogue"
"134","ESTHER_WATERS_Q5401319",1,1,1,1,0.285047546124646,"Review & Catalogue"
"135","EUGENE_ARAM_(NOVEL)_Q16385636",1,2,1,1,0.0477757206414661,"Review & Catalogue"
"136","EVELINA_Q1635110",1,2,1,2,0.57979506909561,"Review & Catalogue"
"137","EVENINGS_AT_HOME_Q5416654",1,1,0,0,0.0543008598413405,"No Review, Catalogue"
"138","EXILUS_noWikiID",0,0,0,0,0.11291791638611,"No Review & No Catalogue"
"139","FANNY_HILL_Q1395765",0,0,0,0,0.049863479389024,"No Review & No Catalogue"
"140","FANTOMINA_Q5434405",0,0,0,0,0.11291791638611,"No Review & No Catalogue"
"141","FAR_FROM_THE_MADDING_CROWD_Q5642996",1,1,1,1,0.323070787610778,"Review & Catalogue"
"142","FARDOROUGHA_THE_MISER_noWikiID",1,1,1,1,0.0543008598413405,"Review & Catalogue"
"143","FELIX_HOLT_THE_RADICAL_Q5442230",1,2,1,1,0.154263355437284,"Review & Catalogue"
"144","FIVE_CHILDREN_AND_IT_noWikiID",1,1,0,0,0.0477757206414661,"No Review, Catalogue"
"145","FLATLAND_noWikiID",0,0,0,0,0.141170686071351,"No Review & No Catalogue"
"146","FOR_THE_TERM_OF_HIS_NATURAL_LIFE_noWikiID",1,1,0,0,0.0477757206414661,"No Review, Catalogue"
"147","FORTUNATE_FOUNDLINGS_noWikiID",1,1,0,0,0.11291791638611,"No Review, Catalogue"
"148","FRANKENSTEIN_Q150827",1,1,1,1,0.985957888404111,"Review & Catalogue"
"149","GHETTO_TRAGEDIES_noWikiID",1,1,0,0,0.0477757206414661,"No Review, Catalogue"
"150","GLENARVON_Q3771960",1,1,1,1,0.0566567958260902,"Review & Catalogue"
"151","GOING_TO_MAYNOOTH_noWikiID",1,1,0,0,0.0477757206414661,"No Review, Catalogue"
"152","GRANNY'S_WONDERFUL_CHAIR_noWikiID",0,0,1,1,0.117501066676145,"Review, No Catalogue"
"153","GREAT_EXPECTATIONS_Q219552",1,2,1,1,0.706633180000831,"Review & Catalogue"
"154","GULLIVER'S_TRAVELS_Q181488",1,3,1,1,0.971587266152791,"Review & Catalogue"
"155","GUY_MANNERING_Q2288976",1,2,1,3,0.172694745758032,"Review & Catalogue"
"156","HALF_A_LIFE-TIME_AGO_noWikiID",0,0,0,0,0.0477757206414661,"No Review & No Catalogue"
"157","HARD_CASH_(NOVEL)_Q30314349",1,2,1,1,0.0566567958260902,"Review & Catalogue"
"158","HARD_TIMES_(NOVEL)_Q1340493",1,1,1,1,0.706633180000831,"Review & Catalogue"
"159","HARRINGTON_noWikiID",1,2,0,0,0.11291791638611,"No Review, Catalogue"
"160","HAUNTINGS_noWikiID",1,1,0,0,0.049863479389024,"No Review, Catalogue"
"161","HE_KNEW_HE_WAS_RIGHT_noWikiID",1,2,0,0,0.353247063375283,"No Review, Catalogue"
"162","HEADLONG_HALL_Q5689829",1,2,1,3,0.049863479389024,"Review & Catalogue"
"163","HEART_AND_SCIENCE_noWikiID",1,1,0,0,0.127152048513252,"No Review, Catalogue"
"164","HEART_OF_DARKNESS_Q129778",0,0,0,0,0.75930721969968,"No Review & No Catalogue"
"165","HELBECK_OF_BANNISDALE_Q19572074",1,1,0,0,0.0477757206414661,"No Review, Catalogue"
"166","HELEN_noWikiID",1,1,1,2,0.11291791638611,"Review & Catalogue"
"167","HENRY_DUNBAR_noWikiID",1,1,0,0,0.0477757206414661,"No Review, Catalogue"
"168","HEREWARD_THE_WAKE_(NOVEL)_Q5738318",1,1,1,1,0.122244604531682,"Review & Catalogue"
"169","HERMSPRONG_Q5742104",0,0,1,2,0.0477757206414661,"Review, No Catalogue"
"170","HESTER_noWikiID",1,1,0,0,0.135806373618849,"No Review, Catalogue"
"171","HIDE_AND_SEEK_noWikiID",1,2,0,0,0.285047546124646,"No Review, Catalogue"
"172","HISTORY_OF_JOHN_BULL_noWikiID",0,0,0,0,0.11291791638611,"No Review & No Catalogue"
"173","HOLIDAY_HOUSE_noWikiID",0,0,1,2,0.0566567958260902,"Review, No Catalogue"
"174","HOWARDS_END_Q1146642",0,0,1,1,0.16636459934805,"Review, No Catalogue"
"175","HYMNS_IN_PROSE_FOR_CHILDREN_Q9005648",0,0,1,1,0.0543008598413405,"Review, No Catalogue"
"176","IMAGINARY_PORTRAITS_noWikiID",0,0,0,0,0.127152048513252,"No Review & No Catalogue"
"177","IMPRESSIONS_OF_THEOPHRASTUS_SUCH_Q6007633",0,0,0,0,0.117501066676145,"No Review & No Catalogue"
"178","IN_A_GLASS_DARKLY_Q6011356",1,1,0,0,0.30372380755444,"No Review, Catalogue"
"179","IN_THE_YEAR_OF_JUBILEE_Q19572195",1,1,0,0,0.117501066676145,"No Review, Catalogue"
"180","IT_IS_NEVER_TOO_LATE_TO_MEND_(NOVEL)_Q6091852",1,2,1,1,0.0616594855735503,"Review & Catalogue"
"181","IVANHOE_Q840974",1,2,1,3,0.706633180000831,"Review & Catalogue"
"182","JACK_SHEPPARD_noWikiID",0,0,1,1,0.049863479389024,"Review, No Catalogue"
"183","JANE_EYRE_Q182961",1,2,1,1,0.993700367636865,"Review & Catalogue"
"184","JESSICA'S_FIRST_PRAYER_noWikiID",1,1,0,0,0.0591085593605752,"No Review, Catalogue"
"185","JEZEBEL'S_DAUGHTER_noWikiID",1,1,0,0,0.285047546124646,"No Review, Catalogue"
"186","JOHN_BURNET_OF_BARNS_noWikiID",1,1,0,0,0.11291791638611,"No Review, Catalogue"
"187","JOHN_HALIFAX_GENTLEMAN_Q6237289",1,2,1,1,0.132226821715085,"Review & Catalogue"
"188","JONATHAN_WILD_noWikiID",1,1,0,0,0.30372380755444,"No Review, Catalogue"
"189","JORROCK'S_JAUNTS_AND_JOLLITIES_noWikiID",1,1,0,0,0.117501066676145,"No Review, Catalogue"
"190","JOSEPH_ANDREWS_Q784226",1,2,0,0,0.294299317623214,"No Review, Catalogue"
"191","JUDE_THE_OBSCURE_Q1248773",1,1,1,1,0.573104135313384,"Review & Catalogue"
"192","JUST_SO_STORIES_Q1247723",1,1,0,0,0.294299317623214,"No Review, Catalogue"
"193","KENILWORTH_Q2600597",1,2,1,1,0.117501066676145,"Review & Catalogue"
"194","KIDNAPPED_(NOVEL)_Q2349094",1,1,1,1,0.384640372733741,"Review & Catalogue"
"195","KIM_(NOVEL)_Q589868",1,1,1,1,0.68764997588443,"Review & Catalogue"
"196","KING_SOLOMON'S_MINES_Q1137494",1,1,1,1,0.406135180117558,"Review & Catalogue"
"197","KIPPS_Q1249082",1,1,0,0,0.142891468333576,"No Review, Catalogue"
"198","KNOCKNAGOW_noWikiID",0,0,0,0,0.0643129761992644,"No Review & No Catalogue"
"199","LADY_AUDLEY'S_SECRET_Q2738351",1,2,1,1,0.769791600120154,"Review & Catalogue"
"200","LEVER'S_LORD_KILGOBBIN_noWikiID",1,2,0,0,0.0477757206414661,"No Review, Catalogue"
"201","LIBER_AMORIS_noWikiID",1,1,0,0,0.117501066676145,"No Review, Catalogue"
"202","LIFE'S_LITTLE_IRONIES_noWikiID",1,1,0,0,0.11291791638611,"No Review, Catalogue"
"203","LIFE_AND_ADVENTURES_OF_PETER_WILKINS_noWikiID",0,0,0,0,0.0477757206414661,"No Review & No Catalogue"
"204","LIFE_AND_PERAMBULATIONS_OF_A_MOUSE_noWikiID",0,0,0,0,0.049863479389024,"No Review & No Catalogue"
"205","LILITH_noWikiID",1,1,0,0,0.122244604531682,"No Review, Catalogue"
"206","LITTLE_DORRIT_Q565638",1,2,1,1,0.677911265542429,"Review & Catalogue"
"207","LITTLE_LORD_FAUNTLEROY_Q387480",1,1,0,0,0.122244604531682,"No Review, Catalogue"
"208","LONGSWORD_(NOVEL)_Q104859091",0,0,0,0,0.0520374856859669,"No Review & No Catalogue"
"209","LORD_JIM_Q727408",1,1,0,0,0.313316107488017,"No Review, Catalogue"
"210","LORNA_DOONE_Q3400981",1,2,1,2,0.135806373618849,"Review & Catalogue"
"211","LOSS_AND_GAIN_Q3259809",0,0,0,0,0.122244604531682,"No Review & No Catalogue"
"212","LOST_DIARIES_noWikiID",0,0,0,0,0.0477757206414661,"No Review & No Catalogue"
"213","LOVE_AMONG_THE_RUINS_noWikiID",1,1,0,0,0.049863479389024,"No Review, Catalogue"
"214","LOVE_AND_MADNESS_Q6691643",0,0,1,1,0.0477757206414661,"Review, No Catalogue"
"215","LOVE_AND_MR_LEWISHAM_Q4271834",1,1,0,0,0.117501066676145,"No Review, Catalogue"
"216","LOVE_IN_EXCESS;_OR_THE_FATAL_ENQUIRY_Q1588738",0,0,0,0,0.23024672621441,"No Review & No Catalogue"
"217","LOVE_INTRIGUES_noWikiID",0,0,0,0,0.127152048513252,"No Review & No Catalogue"
"218","MADAM_HOW_AND_LADY_WHY_noWikiID",0,0,0,0,0.11291791638611,"No Review & No Catalogue"
"219","MAN_AND_WIFE_(NOVEL)_Q16386863",1,2,1,1,0.313316107488017,"Review & Catalogue"
"220","MANSFIELD_PARK_Q469690",1,3,0,0,0.637452560360192,"No Review, Catalogue"
"221","MARIA_OR_THE_WRONGS_OF_WOMAN_Q890170",0,0,1,1,0.616422785736394,"Review, No Catalogue"
"222","MARIUS_THE_EPICUREAN_Q5477441",1,1,0,0,0.148487553986026,"No Review, Catalogue"
"223","MARRIAGE_noWikiID",1,3,1,2,0.0543008598413405,"Review & Catalogue"
"224","MARTIN_CHUZZLEWIT_Q1903609",1,2,1,1,0.395337204568379,"Review & Catalogue"
"225","MARY_A_FICTION_Q2900963",1,2,1,2,0.132226821715085,"Review & Catalogue"
"226","MARY_BARTON_Q2607078",1,2,1,1,0.619558723877394,"Review & Catalogue"
"227","MASTERMAN_READY_OR_THE_WRECK_OF_THE_PACIFIC_Q6785376",1,1,0,0,0.0477757206414661,"No Review, Catalogue"
"228","MATHILDA_Q3851863",0,0,1,2,0.0477757206414661,"Review, No Catalogue"
"229","MAX_noWikiID",1,1,0,0,0.0477757206414661,"No Review, Catalogue"
"230","MAZEPPA_noWikiID",0,0,0,0,0.0477757206414661,"No Review & No Catalogue"
"231","MELMOTH_THE_WANDERER_Q1475956",0,0,1,1,0.356287748913087,"Review, No Catalogue"
"232","MEMOIRS_OF_A_CAVALIER_Q6815274",0,0,0,0,0.137472234822425,"No Review & No Catalogue"
"233","MEMOIRS_OF_A_MAGDALEN_Q6815279",0,0,0,0,0.0520374856859669,"No Review & No Catalogue"
"234","MEMOIRS_OF_CARWIN_THE_BILOQUIST_Q6815263",0,0,0,0,0.11291791638611,"No Review & No Catalogue"
"235","MEMOIRS_OF_EMMA_COURTNEY_Q2395365",1,1,1,2,0.197672587097148,"Review & Catalogue"
"236","MICAH_CLARKE_Q3050442",1,1,1,1,0.117501066676145,"Review & Catalogue"
"237","MIDDLEMARCH_Q313129",1,2,1,1,0.976152943083648,"Review & Catalogue"
"238","MILLENIUM_HALL_Q6858753",1,1,0,0,0.0520374856859669,"No Review, Catalogue"
"239","MOLL_FLANDERS_Q612523",0,0,0,0,0.605736576985184,"No Review & No Catalogue"
"240","MOPSA_THE_FAIRY_noWikiID",1,2,1,1,0.0477757206414661,"Review & Catalogue"
"241","MORAL_TALES_noWikiID",1,1,0,0,0.132226821715085,"No Review, Catalogue"
"242","MR_MIDSHIPMAN_EASY_Q1936382",1,2,0,0,0.0477757206414661,"No Review, Catalogue"
"243","MY_KALULU_PRINCE,_KING,_AND_SLAVE_noWikiID",0,0,0,0,0.0477757206414661,"No Review & No Catalogue"
"244","MY_LADY_LUDLOW_Q16387198",0,0,0,0,0.0477757206414661,"No Review & No Catalogue"
"245","MY_NEW_CURATE_noWikiID",1,3,0,0,0.0477757206414661,"No Review, Catalogue"
"246","NATURE_AND_ART_Q48770862",1,1,1,2,0.0543008598413405,"Review & Catalogue"
"247","NEW_ARABIAN_NIGHTS_noWikiID",1,1,0,0,0.11291791638611,"No Review, Catalogue"
"248","NEW_GRUB_STREET_noWikiID",1,1,1,1,0.427995724732536,"Review & Catalogue"
"249","NEWS_FROM_NOWHERE_Q7019506",1,1,0,0,0.384640372733741,"No Review, Catalogue"
"250","NIGHT_AND_MORNING_noWikiID",1,1,1,1,0.0477757206414661,"Review & Catalogue"
"251","NIGHTMARE_ABBEY_Q4054406",1,1,1,2,0.0616594855735503,"Review & Catalogue"
"252","NO_NAME_(NOVEL)_Q7044605",1,2,1,1,0.343042979973045,"Review & Catalogue"
"253","NO_THOROUGHFARE_Q7045074",0,0,0,0,0.0477757206414661,"No Review & No Catalogue"
"254","NORTH_AND_SOUTH_(GASKELL_NOVEL)_Q1853142",1,2,1,1,0.260923318302859,"Review & Catalogue"
"255","NORTHANGER_ABBEY_Q477508",1,3,0,0,0.573104135313384,"No Review, Catalogue"
"256","NOSTROMO_Q430248",1,1,1,1,0.46129393099787,"Review & Catalogue"
"257","NOUGHTS_&_CROSSES_noWikiID",1,1,0,0,0.0477757206414661,"No Review, Catalogue"
"258","ODD_MAN_OUT_noWikiID",0,0,0,0,0.0520374856859669,"No Review & No Catalogue"
"259","ODOUR_OF_CHRYSANTHEMUMS_Q7078330",0,0,0,0,0.049863479389024,"No Review & No Catalogue"
"260","OLD_MORTALITY_Q3234969",1,3,1,3,0.450141038132134,"Review & Catalogue"
"261","OLIVER_TWIST_Q164974",1,2,0,0,0.910357373663103,"No Review, Catalogue"
"262","ON_THE_FACE_OF_THE_WATERS_Q59151630",0,0,0,0,0.0520374856859669,"No Review & No Catalogue"
"263","ORIGINAL_STORIES_FROM_REAL_LIFE_Q2705647",0,0,0,0,0.160221548263055,"No Review & No Catalogue"
"264","ORLEY_FARM_(NOVEL)_Q16962094",1,1,1,1,0.117501066676145,"Review & Catalogue"
"265","OROONOKO_Q2453934",0,0,0,0,0.818855815935781,"No Review & No Catalogue"
