"","canonisation_score","ID"
"1",0.0560723413501725,"ABDALLAH_noWikiID"
"2",0.135719851904178,"ABU_TELFAN_Q335418"
"3",0.0275134422375932,"ADAMS_ERSTES_ERWACHEN_UND_ERSTE_SEELIGE_NAECHTE_noWikiID"
"4",0.0221068485323305,"ADDRICH_IM_MOOS_noWikiID"
"5",0.0205467828522686,"ADELE_noWikiID"
"6",0.0275134422375932,"AESTHETISCHE_FELDZUEGE_noWikiID"
"7",0.0741722353260478,"AGATHODAEMON_noWikiID"
"8",0.0205467828522686,"AGNES_VON_LILIEN_Q105642294"
"9",0.740328921716904,"AHNUNG_UND_GEGENWART_Q402329"
"10",0.0205467828522686,"ALSO_SPRACH_ZARATHUSTRA_Q199774"
"11",0.0645339993923284,"ALTE_NESTER_Q436036"
"12",0.0560723413501725,"ALTERSHAUSEN_noWikiID"
"13",0.0424309919848873,"AMANDA_UND_EDUARD_noWikiID"
"14",0.0205467828522686,"AMAZONENSCHLACHT_noWikiID"
"15",0.0205467828522686,"AN_HEILIGEN_WASSERN_noWikiID"
"16",0.0560723413501725,"ANDREA_DELFIN_Q28054637"
"17",0.0205467828522686,"ANDROGYNE_noWikiID"
"18",0.0975111340573339,"ANGELA_BORGIA_noWikiID"
"19",0.0367536016133564,"ANNA_noWikiID"
"20",0.827943039612669,"ANTON_REISER_Q593385"
"21",0.389868771519071,"AQUIS_SUBMERSUS_Q623355"
"22",0.0205467828522686,"ARBEIT_noWikiID"
"23",0.274620702296579,"ARDINGHELLO_noWikiID"
"24",0.0601640846066759,"ARDISTAN_UND_DSCHINNISTAN_Q639501"
"25",0.0601640846066759,"ARIEL'S_OFFENBARUNGEN_noWikiID"
"26",0.0645339993923284,"ARISTIPP_UND_EINIGE_SEINER_ZEITGENOSSEN_noWikiID"
"27",0.154236863598718,"ARMUT,_REICHTUM,_SCHULD_UND_BUSSE_DER_GRAEFIN_DOLORES_Q689540"
"28",0.0394945910733656,"ASIATISCHE_BANISE_noWikiID"
"29",0.0205467828522686,"ASPASIA_noWikiID"
"30",0.0221068485323305,"AUCH_EINER_Q758582"
"31",0.0741722353260478,"AUF_DEM_STAATSHOF_noWikiID"
"32",0.0560723413501725,"AUF_DER_UNIVERSITAET_Q15792139"
"33",0.0205467828522686,"AUF_DER_WEGWACHT_noWikiID"
"34",0.0205467828522686,"AUF_ZWEI_PLANETEN_Q4310936"
"35",0.0205467828522686,"AUS_DEM_BOEHMERWALDE_noWikiID"
"36",0.0275134422375932,"AUS_DEM_LEBEN_EINER_FRAU_Q101323690"
"37",0.462879594039226,"AUS_DEM_LEBEN_EINES_TAUGENICHTS_Q777658"
"38",0.259978377605495,"AUS_DEN_MEMOIREN_DES_HERRN_SCHNABELEWOPSKI_noWikiID"
"39",0.0851189742374057,"AUS_DER_CHRONIKA_EINES_FAHRENDEN_SCHUELERS_Q777681"
"40",0.0205467828522686,"AUS_EINER_FAMILIE_noWikiID"
"41",0.0221068485323305,"AUS_GUTER_FAMILIE_noWikiID"
"42",0.838335598755431,"AUS_MEINEM_LEBEN._DICHTUNG_UND_WAHRHEIT_Q569377"
"43",0.0205467828522686,"AUS_TROTZKOPFS_EHE_noWikiID"
"44",0.0645339993923284,"AUSWAHL_AUS_DES_TEUFELS_PAPIEREN_noWikiID"
"45",0.407795370158162,"BAHNWAERTER_THIEL_Q803617"
"46",0.0601640846066759,"BARBAROSSA_noWikiID"
"47",0.0560723413501725,"BEATRICE_noWikiID"
"48",0.289764790109877,"BEBUQUIN_Q30134038"
"49",0.0794735706665683,"BELPHEGOR_noWikiID"
"50",0.0205467828522686,"BILDER_UND_GESCHICHTEN_AUS_SCHWABEN_Q15788617"
"51",0.0851189742374057,"BLUMEN_noWikiID"
"52",0.0645339993923284,"BOZENA_noWikiID"
"53",0.0645339993923284,"BRIEFE_EINES_NARREN_UND_EINER_NAERRIN_noWikiID"
"54",0.289764790109877,"BRIGITTA_(STIFTER)_Q539511"
"55",0.144732511897424,"BUDDENBROOKS_Q326909"
"56",0.0560723413501725,"BULEMANNS_HAUS_Q1003556"
"57",0.628138424466113,"BUNTE_STEINE_Q1009887"
"58",0.305392408053958,"CÉCILE_noWikiID"
"59",0.0255818179471078,"CABANIS_noWikiID"
"60",0.0601640846066759,"CARSTEN_CURATOR_Q1045516"
"61",0.0205467828522686,"CHRISTA_RUHLAND_noWikiID"
"62",0.0205467828522686,"CLEMENTINE_noWikiID"
"63",0.0237824899093644,"DAPHNIS_noWikiID"
"64",0.0205467828522686,"DAS_ALTE_HAUS_noWikiID"
"65",0.518885031764307,"DAS_AMULETT_Q1167148"
"66",0.0237824899093644,"DAS_BLUETHENALTER_DER_EMPFINDUNG_noWikiID"
"67",0.274620702296579,"DAS_BUCH_LE_GRAND_noWikiID"
"68",0.0560723413501725,"DAS_DUELL_noWikiID"
