,Year,Score Range,mean,std
49,-34,Mid (0.25-0.75),0.7245333788846372,0.09254634788976937
50,-34,High (0.75-1.0),0.6817606206243646,0.08040858432307424
51,-33,Low (0-0.25),0.6840939179416762,0.12484301201751143
52,-33,Mid (0.25-0.75),0.7276988916887246,0.09441249115502195
53,-33,High (0.75-1.0),0.6878124483391703,0.07962497197801664
54,-32,Low (0-0.25),0.6849296003865716,0.12547748319926663
55,-32,Mid (0.25-0.75),0.7299770292177538,0.0946874075878902
56,-32,High (0.75-1.0),0.6876244388536973,0.09206392637120489
57,-31,Low (0-0.25),0.686429655671925,0.1261716849572292
58,-31,Mid (0.25-0.75),0.7342630593196606,0.0949247734422559
59,-31,High (0.75-1.0),0.6826314856949222,0.09086302386361216
60,-30,Low (0-0.25),0.6893994971028317,0.1264715848206947
61,-30,Mid (0.25-0.75),0.7393224856585451,0.09446314826323816
62,-30,High (0.75-1.0),0.6817886369557168,0.10948135284202001
63,-29,Low (0-0.25),0.6911581291919668,0.12513842814023315
64,-29,Mid (0.25-0.75),0.7405709291266785,0.0967092670444064
65,-29,High (0.75-1.0),0.6854176106079132,0.11447054139038824
66,-28,Low (0-0.25),0.6929052426489645,0.12736597761028962
67,-28,Mid (0.25-0.75),0.7445886872144111,0.09477159299070392
68,-28,High (0.75-1.0),0.7009823937563536,0.08139414306918359
69,-27,Low (0-0.25),0.6944225237978064,0.12817857218831016
70,-27,Mid (0.25-0.75),0.7469140738123228,0.09686770026650288
71,-27,High (0.75-1.0),0.7104149172403464,0.09117659937904374
72,-26,Low (0-0.25),0.6985826140864744,0.12633278623396954
73,-26,Mid (0.25-0.75),0.7494813788891027,0.09836593600113387
74,-26,High (0.75-1.0),0.7128864077172468,0.09224968535263742
75,-25,Low (0-0.25),0.7007427965879636,0.12568640941969356
76,-25,Mid (0.25-0.75),0.7492290827113307,0.10913204535408529
77,-25,High (0.75-1.0),0.7185042987243855,0.08776647306564152
78,-24,Low (0-0.25),0.7026394101085448,0.12558466846624222
79,-24,Mid (0.25-0.75),0.7501515571256155,0.11244745174822371
80,-24,High (0.75-1.0),0.7209877381630436,0.09108595528707294
81,-23,Low (0-0.25),0.7045943423138408,0.12315617330999902
82,-23,Mid (0.25-0.75),0.7569789271000055,0.10087336940328673
83,-23,High (0.75-1.0),0.7180423643701102,0.09675593638035328
84,-22,Low (0-0.25),0.706090185552036,0.12231683868045438
85,-22,Mid (0.25-0.75),0.7592636424802737,0.10069176806290851
86,-22,High (0.75-1.0),0.7190089609719196,0.0953684508938495
87,-21,Low (0-0.25),0.7079281410262909,0.12192470670887083
88,-21,Mid (0.25-0.75),0.7616710064644437,0.09908960691833402
89,-21,High (0.75-1.0),0.7236546464080066,0.09608559352487742
90,-20,Low (0-0.25),0.7104034825384877,0.12117896948068635
91,-20,Mid (0.25-0.75),0.7633928355917015,0.09872560891456067
92,-20,High (0.75-1.0),0.7326812810636137,0.09312325880405446
93,-19,Low (0-0.25),0.71035565323394,0.12161625436100935
94,-19,Mid (0.25-0.75),0.7673500759733072,0.09831231498753584
95,-19,High (0.75-1.0),0.7305238473012914,0.09332426317955982
96,-18,Low (0-0.25),0.712710643182181,0.12182421599403165
97,-18,Mid (0.25-0.75),0.7722096136661534,0.09803756345685911
98,-18,High (0.75-1.0),0.734402959758864,0.08849659499398167
99,-17,Low (0-0.25),0.7146636197547872,0.12363195184854064
100,-17,Mid (0.25-0.75),0.7725384013866279,0.09957217685564108
101,-17,High (0.75-1.0),0.7415280806997825,0.08835383048143103
102,-16,Low (0-0.25),0.717402835292989,0.12390313027981854
103,-16,Mid (0.25-0.75),0.7766880468961715,0.09573461653501618
104,-16,High (0.75-1.0),0.7402739555353105,0.09827121068634413
105,-15,Low (0-0.25),0.7221950813146059,0.1214894861177233
106,-15,Mid (0.25-0.75),0.7782508203438161,0.09943262073663205
107,-15,High (0.75-1.0),0.7437126197123978,0.09774826696579314
108,-14,Low (0-0.25),0.7248147569307983,0.12137213550936701
109,-14,Mid (0.25-0.75),0.7824453001360141,0.0979288914619552
110,-14,High (0.75-1.0),0.7423695607327918,0.10777804521068096
111,-13,Low (0-0.25),0.7286905496401518,0.11768344313125276
112,-13,Mid (0.25-0.75),0.7870158360589843,0.09173906234368952
113,-13,High (0.75-1.0),0.7405051126707636,0.11288262964305558
114,-12,Low (0-0.25),0.7332967657096007,0.11486373401541268
115,-12,Mid (0.25-0.75),0.7906263607304472,0.09249526853517201
116,-12,High (0.75-1.0),0.7642053275124527,0.08659392358112758
117,-11,Low (0-0.25),0.7351869758932948,0.11446091697134546
118,-11,Mid (0.25-0.75),0.79137849498237,0.09314105373456955
119,-11,High (0.75-1.0),0.7681442266900245,0.08471511069225929
120,-10,Low (0-0.25),0.7370217959966496,0.11526858569853436
121,-10,Mid (0.25-0.75),0.7939733290390172,0.09238099545801466
122,-10,High (0.75-1.0),0.7683088997691873,0.09141786925399797
123,-9,Low (0-0.25),0.740137901137885,0.11604151010571156
124,-9,Mid (0.25-0.75),0.7948646868115105,0.09517007938497586
125,-9,High (0.75-1.0),0.7717111654599305,0.09152902346485231
126,-8,Low (0-0.25),0.7435444900631755,0.11290714249715131
127,-8,Mid (0.25-0.75),0.7956090257560696,0.10072116509810006
128,-8,High (0.75-1.0),0.7711379731758768,0.0984642890207427
129,-7,Low (0-0.25),0.7461086019400938,0.11258441359380286
130,-7,Mid (0.25-0.75),0.8013447549283261,0.09547060969352252
131,-7,High (0.75-1.0),0.7712003501954722,0.09797067355928156
132,-6,Low (0-0.25),0.7494190143783763,0.11206097971299868
133,-6,Mid (0.25-0.75),0.806730534036617,0.08966461686996495
134,-6,High (0.75-1.0),0.7719688090624373,0.10473152167057206
135,-5,Low (0-0.25),0.7530292571363826,0.11044264281203882
136,-5,Mid (0.25-0.75),0.8104812968384034,0.0879848295048963
137,-5,High (0.75-1.0),0.7759879390619981,0.10806673716604384
138,-4,Low (0-0.25),0.7651866905873834,0.1120957027632733
139,-4,Mid (0.25-0.75),0.8220698719667523,0.08626782199509955
140,-4,High (0.75-1.0),0.8096284497050653,0.07268087325026525
141,-3,Low (0-0.25),0.7670274415010971,0.11171406164008199
142,-3,Mid (0.25-0.75),0.8239576489908341,0.08484291611457939
143,-3,High (0.75-1.0),0.8150861304883495,0.07230121114689134
144,-2,Low (0-0.25),0.7674628524230431,0.11171642117458193
145,-2,Mid (0.25-0.75),0.824855302554145,0.08412946966094748
146,-2,High (0.75-1.0),0.8168864407083668,0.07352652134239383
147,-1,Low (0-0.25),0.7692342414615592,0.1117514436980879
148,-1,Mid (0.25-0.75),0.8253311327198756,0.08424233304654351
149,-1,High (0.75-1.0),0.8174797096011696,0.0732195891601754
150,0,Low (0-0.25),0.7691563814928474,0.11247602013424177
151,0,Mid (0.25-0.75),0.826263096807781,0.08221327936629332
152,0,High (0.75-1.0),0.8197919293092388,0.07332902832941174
153,1,Low (0-0.25),0.768934242632589,0.11225658985684953
154,1,Mid (0.25-0.75),0.8255316025558856,0.08367303178896916
155,1,High (0.75-1.0),0.8236104299606847,0.07429397379241945
156,2,Low (0-0.25),0.7690608150849436,0.11284189620327473
157,2,Mid (0.25-0.75),0.8261103312985135,0.08339833074036063
158,2,High (0.75-1.0),0.825517977270648,0.0728013112525781
159,3,Low (0-0.25),0.7685352071011216,0.11324318352071856
160,3,Mid (0.25-0.75),0.8240602447232791,0.08637017245164512
161,3,High (0.75-1.0),0.826723363654689,0.07209157003696541
162,4,Low (0-0.25),0.7682820229379015,0.11300992165424854
163,4,Mid (0.25-0.75),0.8235908387712643,0.08633427323255097
164,4,High (0.75-1.0),0.8342962481580585,0.07228588584148625
165,5,Low (0-0.25),0.7664616080869645,0.1143032657425942
166,5,Mid (0.25-0.75),0.8225247450550436,0.08595687716982875
167,5,High (0.75-1.0),0.8341482036625159,0.07441823546452453
168,6,Low (0-0.25),0.7569956829420204,0.11431303616779612
169,6,Mid (0.25-0.75),0.8114588148191175,0.0893234183877085
170,6,High (0.75-1.0),0.8193382869821779,0.08167374855372526
171,7,Low (0-0.25),0.7556042002826233,0.11379177930166126
172,7,Mid (0.25-0.75),0.8089599248453793,0.0930775691723257
173,7,High (0.75-1.0),0.8119140511692021,0.08256453951473555
174,8,Low (0-0.25),0.7545600521461742,0.1129231568588753
175,8,Mid (0.25-0.75),0.8088621402235915,0.09416133979055358
176,8,High (0.75-1.0),0.799195493612253,0.11400772527161794
177,9,Low (0-0.25),0.7546551624839658,0.11061419280416686
178,9,Mid (0.25-0.75),0.808159383915228,0.09285039505560015
179,9,High (0.75-1.0),0.7993486635875425,0.12003317691808309
180,10,Low (0-0.25),0.7549018822785819,0.10967528920746304
181,10,Mid (0.25-0.75),0.805183301644444,0.10054798657769592
182,10,High (0.75-1.0),0.8077285557323374,0.08999481041594586
183,11,Low (0-0.25),0.7554853026882019,0.10650327619412048
184,11,Mid (0.25-0.75),0.8042161488457062,0.10097207522256538
185,11,High (0.75-1.0),0.8117038453718717,0.08603438932956009
186,12,Low (0-0.25),0.7539786523368238,0.10767798253582644
187,12,Mid (0.25-0.75),0.8041187120606555,0.10167205971139859
188,12,High (0.75-1.0),0.8109760282420949,0.0854627296047658
189,13,Low (0-0.25),0.7549275199445579,0.10643774120181311
190,13,Mid (0.25-0.75),0.8030634300448627,0.10263296204939104
191,13,High (0.75-1.0),0.8047517051293106,0.08948191345353275
192,14,Low (0-0.25),0.7542194258612227,0.10651019823308956
193,14,Mid (0.25-0.75),0.8080997387092831,0.08722251497224713
194,14,High (0.75-1.0),0.7969238743864867,0.08553086327931825
195,15,Low (0-0.25),0.7524049048248718,0.11014570886347302
196,15,Mid (0.25-0.75),0.8069799231483606,0.08438286986875751
197,15,High (0.75-1.0),0.7837037738732885,0.11703195392184558
198,16,Low (0-0.25),0.7525212079939105,0.10650542428551031
199,16,Mid (0.25-0.75),0.8066071342285792,0.08338994018904772
200,16,High (0.75-1.0),0.7812198619904898,0.1262442504768892
201,17,Low (0-0.25),0.7528851649992745,0.1050534173208892
202,17,Mid (0.25-0.75),0.807579337155108,0.08097253381815615
203,17,High (0.75-1.0),0.7945486026361983,0.08923991704519911
204,18,Low (0-0.25),0.7533977367039214,0.10521090292440292
205,18,Mid (0.25-0.75),0.8069981359492925,0.08039942573401244
206,18,High (0.75-1.0),0.7941237481947608,0.09012421356834886
207,19,Low (0-0.25),0.751868535488162,0.10670881142595426
208,19,Mid (0.25-0.75),0.8057325062244721,0.08401242021052717
209,19,High (0.75-1.0),0.7945889510055327,0.08897140130723938
210,20,Low (0-0.25),0.7517578964822786,0.10581766001027629
211,20,Mid (0.25-0.75),0.8071598147241559,0.0794407175457337
212,20,High (0.75-1.0),0.7943949489684643,0.08762590833877906
213,21,Low (0-0.25),0.7518099224080907,0.10550579519661772
214,21,Mid (0.25-0.75),0.8085331870139739,0.07841131264676857
215,21,High (0.75-1.0),0.79700614957147,0.08660155901185981
216,22,Low (0-0.25),0.7500872934493182,0.10605999545247653
217,22,Mid (0.25-0.75),0.8067414141942586,0.07823422430689463
218,22,High (0.75-1.0),0.7980415234053378,0.08864430774780027
219,23,Low (0-0.25),0.7508767460402025,0.10366101006448862
220,23,Mid (0.25-0.75),0.8046439405687595,0.07877111176600926
221,23,High (0.75-1.0),0.7997281824622396,0.09156396884132767
222,24,Low (0-0.25),0.7494887867602651,0.10362825525509892
223,24,Mid (0.25-0.75),0.8035699062184232,0.0808650347927849
224,24,High (0.75-1.0),0.799830041666044,0.08815575856108684
225,25,Low (0-0.25),0.7492123361977714,0.10237094027148126
226,25,Mid (0.25-0.75),0.8024699822117128,0.08268161671432805
227,25,High (0.75-1.0),0.8008315581313687,0.08773316095539371
228,26,Low (0-0.25),0.7491883953021258,0.10218737723675073
229,26,Mid (0.25-0.75),0.8016781907797843,0.0798693252255419
230,26,High (0.75-1.0),0.8029059224036244,0.08138064571595778
231,27,Low (0-0.25),0.7506752040290876,0.0999486771876654
232,27,Mid (0.25-0.75),0.8023401391016617,0.07995441886639518
233,27,High (0.75-1.0),0.8038600888809446,0.07993072599699477
234,28,Low (0-0.25),0.7489212692303776,0.10086600897079753
235,28,Mid (0.25-0.75),0.8007557542083454,0.08017470334939601
236,28,High (0.75-1.0),0.7985692442470308,0.07772936152090659
237,29,Low (0-0.25),0.7476485919868694,0.10329044377845635
238,29,Mid (0.25-0.75),0.8000114804148387,0.07902522662759713
239,29,High (0.75-1.0),0.8115440864839147,0.05671275937961186
240,30,Low (0-0.25),0.7464239151363616,0.10599469168344702
241,30,Mid (0.25-0.75),0.7965894441477056,0.08122626127084448
242,30,High (0.75-1.0),0.8085865092334275,0.06488666145095785
243,31,Low (0-0.25),0.7468355700966303,0.10500230791575067
244,31,Mid (0.25-0.75),0.7970429022985674,0.08050088800902448
245,31,High (0.75-1.0),0.8091740169967349,0.0655730642778255
246,32,Low (0-0.25),0.746665510123681,0.10318634182458718
247,32,Mid (0.25-0.75),0.800920740570039,0.07525830628072058
248,32,High (0.75-1.0),0.8070422815249201,0.05866057105844568
249,33,Low (0-0.25),0.7469114374757565,0.10390158343098473
250,33,Mid (0.25-0.75),0.8016288798029197,0.07337687635040602
251,33,High (0.75-1.0),0.8142160988721393,0.052756999965058296
252,34,Low (0-0.25),0.7472978242235259,0.1027911303600003
253,34,Mid (0.25-0.75),0.7993208731905412,0.07252684147874228
254,34,High (0.75-1.0),0.8125187587497856,0.05196210614797787
255,35,Low (0-0.25),0.7490603249679904,0.10123772285144128
256,35,Mid (0.25-0.75),0.7976644859017645,0.07238892054988813
257,35,High (0.75-1.0),0.8133479832775068,0.05235015863972125
258,36,Low (0-0.25),0.7487260815976714,0.1024025906414223
259,36,Mid (0.25-0.75),0.7971085675490689,0.07382509849030103
260,36,High (0.75-1.0),0.8089043969637972,0.054986556290463375
261,37,Low (0-0.25),0.7475395424402559,0.10270703044976966
262,37,Mid (0.25-0.75),0.7986425692005273,0.07196628118045736
263,37,High (0.75-1.0),0.8041285827329256,0.053609323743129086
264,38,Low (0-0.25),0.7479112944721127,0.10123977177758604
265,38,Mid (0.25-0.75),0.7963624278555556,0.07221173127260896
266,38,High (0.75-1.0),0.8027105930443319,0.05548462184773326
267,39,Low (0-0.25),0.747706148341841,0.10112200631403022
268,39,Mid (0.25-0.75),0.7956039000727113,0.07346462068303684
269,39,High (0.75-1.0),0.7979269386027521,0.055048924502740015
270,40,Low (0-0.25),0.7465704087849516,0.10162461361205487
271,40,Mid (0.25-0.75),0.7921189563522028,0.07418466236036601
272,40,High (0.75-1.0),0.803158257302883,0.04096214869697902
273,41,Low (0-0.25),0.7446509783296977,0.10175886951142508
274,41,Mid (0.25-0.75),0.789402400318706,0.0749568966403446
275,41,High (0.75-1.0),0.7986222132052108,0.04221495719918931
276,42,Low (0-0.25),0.745056328435967,0.10264094996256944
277,42,Mid (0.25-0.75),0.7862792109765738,0.07668196898062592
278,42,High (0.75-1.0),0.7993312163528883,0.04233745733380525
279,43,Low (0-0.25),0.7443898173391068,0.10209715787857494
280,43,Mid (0.25-0.75),0.7847288873725563,0.07630697289105501
281,43,High (0.75-1.0),0.7919447986061813,0.04365465605901595
282,44,Low (0-0.25),0.7435160041048252,0.10339698572027783
283,44,Mid (0.25-0.75),0.7818370289815905,0.07871382314692436
284,44,High (0.75-1.0),0.7825410250660481,0.06415956281055894
285,45,Low (0-0.25),0.7410896063095832,0.10729173995525298
286,45,Mid (0.25-0.75),0.7800643789136833,0.07991032567700541
287,45,High (0.75-1.0),0.7776068995070582,0.06327615068153093
288,46,Low (0-0.25),0.7402976080980023,0.11170324309156315
289,46,Mid (0.25-0.75),0.7752599395195766,0.08038168660582877
290,46,High (0.75-1.0),0.766369118791101,0.08629514739545996
291,47,Low (0-0.25),0.741182420454792,0.10843621738754475
292,47,Mid (0.25-0.75),0.771308338150764,0.07861859667453895
293,47,High (0.75-1.0),0.7645857061800784,0.09363815806547517
294,48,Low (0-0.25),0.7416538930974107,0.10474024571654274
295,48,Mid (0.25-0.75),0.7698103774970027,0.07911341095355115
296,48,High (0.75-1.0),0.7793343169012868,0.04364476421593876
297,49,Low (0-0.25),0.7405202641208373,0.10355051089168829
298,49,Mid (0.25-0.75),0.7688726008117439,0.07757710262001175
299,49,High (0.75-1.0),0.7785329860340163,0.04340684227148851
300,50,Low (0-0.25),0.7409523629944819,0.1010905548114645
301,50,Mid (0.25-0.75),0.7703552736951081,0.07406077870094116
302,50,High (0.75-1.0),0.7743616317537155,0.0453922638782258
